X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,hidden,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,health_amenity_type,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type,tag
7.9830085277182,11.7256287937114,2923573777,node,12,,hospital,,,,,23026563,,,,f5fc27c4aed3435aa177772cb2f09508,,,,ehealthafrica.org,,0,1,,2014/06/19 15:11:24,,,,,Daura Health Post,,sameme_import,,,,,,,
,,818162772,way,12,,hospital,,,,,88492362,,,,99077db91ac941a8918186b8a8224755,,,,,,0,2,,2020/07/25 11:06:45,,,,,W,,Rafindady,,,,,hospital,,
,,793780503,way,18,,hospital,,,,,83808804,,,,c53297b3c60740e9be4384ac6ee99af5,,,,ehealthafrica.org,,0,1,,2020/04/20 08:47:32,,,,,Yana Health Clinic,,YoungSimp,,,,,hospital,public,
3.92388692734087,7.50731993228138,8960475568,node,12,,clinic,,,,,108836737,,,,49eebd0fd71a4d7687741ef5daeae7f4,,,,,,0,1,,2021/07/29 16:25:25,,,,,"Ramna Hospital (Ramunaak Clinic and maternity Agbamu, Idi Ose",,GY_OSM,,,,,clinic,,
,,301670318,way,18,,hospital,,,,,84265751,,,,843bf0d3a2fc4866a0cd7493af654f47,,,,"Bing;ehealthafrica.org",,0,2,,2020/04/28 12:11:47,,,,,Tale Health Clinic,,Jcasas1,,,,,hospital,public,
,,301639433,way,18,,hospital,,,,,84204138,,,,a002f9ac61114548abb25c884953b23e,,,,"Bing;ehealthafrica.org",,0,2,,2020/04/27 14:06:12,,,,,Majiya Health Post,,Jcasas1,,,,,hospital,public,
,,795617743,way,18,,hospital,,,,,84058501,,,,02d7987619934f64b420e7c2ed1addae,,,,ehealthafrica.org,,0,1,,2020/04/24 11:32:40,,,,,Kekeno Health Center,,YoungSimp,,,,,hospital,public,
,,841061921,way,18,,hospital,,,government,,89992715,,,,57d35c5974ad440abd235701481da91d,,,,,,0,1,,2020/08/26 22:01:35,,,,,Damagum General Hospital,,Wamdai Isah Gazama,,,,,hospital,government,
5.02088862174216,13.1017054513607,7734802547,node,12,,doctors,,,,,88311667,,,,94f5b4b5906f47bd9e1d6f58f06cdf54,,,,MSFsurvey,,0,1,,2020/07/21 20:29:06,,,,,Primary Health Care Centre Samalu,,Jorieke V,,,,,,,
12.2710433403445,10.5642407557114,3676613701,node,24,,doctors,,,,,89627800,,0,,c8a357d4a3334951982841859becd48a,,,,ehealthafrica.org,,0,2,,2020/08/19 10:40:52,,,,,Kida Primary Health Centre,4,Andrew shamaki,,,,,doctor,public,
13.8611290967528,13.1163985923477,3657435048,node,24,,doctors,,,,,89510011,,unknown,,179edb2ebce94071b705ca6cfcfd7f3d,,,,ehealthafrica.org,,0,2,,2020/08/17 09:55:48,,,,,Doro Baga Primary Health Centre,4,Umarkakali,,,,,doctor,public,
,,305126168,way,18,,hospital,,,,,85897044,,,,87aaa32fe4c64926a3366455433c35fb,,,,"Bing;ehealthafrica.org",,0,2,,2020/05/28 15:04:58,,,,,Badikko Dispensary,,EMStokes,,,,,hospital,public,
,,841636256,way,15,,hospital,,,State Primary HealthCare Development Agency,,90065519,,,,b2fcab7d6e5041b0af7beea956b524c8,,,,,,0,1,,2020/08/28 07:44:19,,,,,Dzhedinyi Primary Health Center,,Nanret Jack,,,,,hospital,,
4.23687859122822,11.9987668549416,7911040154,node,15,,doctors,,,,,90946671,,,,3aa7487c819a41a5ac89237a8e308f16,,,,MSFsurvey,,0,1,,2020/09/15 20:47:58,,,,,Mdg Dispensary,,laechoppe,,,,,doctor,,
,,837874896,way,9,,hospital,,,,,89521733,,,,69f8e2afb5fe42c897b12d319743b26d,,,,,,0,1,,2020/08/17 13:30:19,,,,,,,Musa Mohammed kini,,,,,hospital,,
,,-11244102,way,6,,hospital,,,,,,,,,729384a1009a4a999c0f3f0ba57180be,,,,,,0,,,,,,,,,,,,,,,hospital,,
12.859328220406,12.605690656909,3657619123,node,21,,doctors,,,,,32731605,,0,,0ad70138e9644b73bebeb9b5a751dfce,,,,ehealthafrica.org,,0,1,,2015/07/19 12:02:50,,,,,Kingowa Dispensary,0,michael63_import,,,,,,public,
,,839380471,way,9,,hospital,,,,,89754566,,,,fc256f98a5464dbea476a3bfe322723e,,,,,,0,1,,2020/08/21 15:55:46,,,,,,,Musasani,,,,,hospital,,
3.90982662004342,7.48283203452189,8865697919,node,12,,pharmacy,,,,,106957629,,,,e5cd4407d1ad4d72ba6397cc7ea32d00,,,,,,0,1,,2021/06/25 11:11:02,,,,,God's Time Patent Medicine Store,,GY_OSM,,,,,pharmacy,,
,,803689809,way,15,,hospital,,Isaac Boro Expressway,,,85199768,,,,f711d37530b240e28d314dc563ab38c3,,,,,,0,1,,2020/05/14 11:46:28,,,,,GloryLand Hospital and Maternity,,vientosiroco,,,,,hospital,,
,,840781651,way,24,,hospital,,Kollere Kafaje,primary,,89950206,,,,bea7734d7cf94808b8464e1c5779144c,,,,,,0,1,,2020/08/26 06:32:11,,,,Fune,Kollere Health Clinic,,Wamdai Isah Gazama,,,,,hospital,state_primary_health_care,
13.6091510662652,10.8804857714966,7839975618,node,12,,hospital,,,,,89857328,,,,c27c77b1cd1240aaa416d7d9d18b1007,,,,,,0,1,,2020/08/24 12:12:47,,,,,sukur settlement heath post,,Musasani,,,,,hospital,,
12.5046996201423,11.9832763435056,3660342605,node,21,,doctors,,,,,32778860,,0,,2f4c021d6df8414c8689c96a916a5416,,,,ehealthafrica.org,,0,1,,2015/07/21 14:29:28,,,,,Lawaniya Dispensary,0,michael63_import,,,,,,public,
,,792168070,way,15,,hospital,,,,,109264764,,,,fba6b2c23bf04cb690212b90cea36378,,,,ehealthafrica.org,,0,2,,2021/08/06 13:59:06,,,,,Bokavo Health Post,,GrahamPostles,,,,,hospital,,
,,292065971,way,15,,hospital,,,,,83708118,,,,d56782d48c0646a8a00e5ae2429909fa,,,,"Bing;ehealthafrica.org",,0,2,,2020/04/17 12:47:57,,,,,Gwamai Health Post,,WorldStar007,,,,,hospital,,
,,839598016,way,12,,hospital,,,,,89929295,,,,93d74da571604e8492de7bb5ca12b0b0,,,,,,0,2,,2020/08/25 18:11:19,,,,,Tana Babba Primary Health Center,,mueschel,,,,,hospital,,
3.63773596143383,11.625420542882,7918212187,node,15,,doctors,,,,,91069227,,,,0e121dfcafc14856aa4cd2bfa732fd77,,,,MSFsurvey,,0,1,,2020/09/17 20:14:03,,,,,PHC Kasati,,Polarfox128,,,,,doctor,,
13.6601214194633,11.5620901514452,3665153293,node,21,,doctors,,,,,32860493,,0,,044cbfb18eaa4e86ba098566c2940dd6,,,,ehealthafrica.org,,0,1,,2015/07/24 21:01:26,,,,,Ngalimari Health Clinic,0,michael63_import,,,,,,public,
3.88728818532402,7.38317455855005,8859853254,node,12,,pharmacy,,,,,106834429,,,,fed5deba3170444aa4101c750505df48,,,,,,0,1,,2021/06/23 11:26:53,,,,,Hasbuna Ilahu Patent Medicine Store,,GY_OSM,,,,,pharmacy,,
13.2203807950809,12.7008351485741,3657610093,node,24,,doctors,,,,,70575462,,unknown,,add919a33f2c4e3bbb25054ccf1edfb4,,,,ehealthafrica.org,,0,2,,2019/05/24 07:09:40,,,,,Badu Lawanti Health Centre,0,bvivi,,,,,doctor,public,
,,809211572,way,18,,hospital,,,,,85897310,,,,ca275f03454a47299adf849dc0a3bf20,,,,ehealthafrica.org,,0,1,,2020/05/28 15:12:00,,,,,Bujiyel Dispensary,,EMStokes,,,,,hospital,public,
,,362489139,way,21,,hospital,,,State Primary HealthCare Development Agency,,90157460,,,,af5b567e7c264af0b97a854c04dc9867,,,,Bing,,0,2,,2020/08/30 21:43:00,,,,,Ngelzarma Maternal and Child Health Center,,Austinenoni,,,,,hospital,State_Primary_HealthCare_Development_Agency,
13.6161276595526,12.6706515799702,3657602775,node,24,,doctors,,,,,70580322,,0,,9975bc665fbe4e55be8e44a9564242a5,,,,ehealthafrica.org,,0,2,,2019/05/24 10:11:07,,,,,Maternity and Child Health Monguno,12,bvivi,,,,,doctor,public,
11.1809802692093,10.2929987647982,7331675885,node,12,,hospital,,,,,84766053,,,,25ba65fca45343a199f21670696435d0,,,,,,0,2,,2020/05/06 14:12:31,,,,,IDi maternity Clinic,,cbeddow,,,,,hospital,,
,,289021172,way,6,,hospital,,,,,23058193,,,,a458d589a0344d9db6b050b6f1f895c5,,,,,,0,1,,2014/06/21 09:25:37,,,,,,,olub,,,,,,,
5.22985282061916,13.0456959817936,7734746247,node,12,,doctors,,,,,88310365,,,,7d5dd06b8f5b4f0a97b452df34550e49,,,,MSFsurvey,,0,1,,2020/07/21 19:47:50,,,,,Rijiya Clinic,,Jorieke V,,,,,,,
,,840326443,way,12,,hospital,,,,,89879156,,,,85d05a7f04204fe7a33456083504c55b,,,,,,0,1,,2020/08/24 21:49:55,,,,,kuba heath center,,Musasani,,,,,hospital,,
,,305126048,way,18,,hospital,,,,,85898291,,,,4ce11ec50220496088c1cd31cd70e518,,,,"Bing;ehealthafrica.org",,0,2,,2020/05/28 15:38:32,,,,,Kowa Health Clinic Rimin Zayam,,EMStokes,,,,,hospital,private,
6.89401238903793,9.79246017338474,8124524212,node,12,,doctors,,,,,94205077,,,,72f3b88fd6764e7c8cae6736584490d4,,,,MSFsurvey,,0,1,,2020/11/16 13:27:46,,,,,PHC Dagbadna,,Jorieke V,,,,,,,
,,839069996,way,12,,hospital,,,,,90140606,,,,89efa2a8aab84a71ac9823f22788dcfc,,,,,,0,3,,2020/08/30 10:01:23,,,,,gada health clinic,,mueschel,,,,,hospital,,
,,840860702,way,12,,hospital,,,,,89964133,,,,b52ace8040eb49eb82353632f75f86e2,,,,,,0,1,,2020/08/26 10:05:30,,,,,Gurnati L C C N Dispensary Gurnati,,Isa sani,,,,,hospital,,
,,792181401,way,15,,hospital,,,,,83597354,,,,41496a82444849298cc1faf20ab7eeb9,,,,ehealthafrica.org,,0,1,,2020/04/15 14:13:40,,,,,Gwarzo General Hospital,,Jcasas1,,,,,hospital,,
6.7659861941373,12.2883596817487,7824162995,node,12,,doctors,,,,,89593217,,,,70f21c26c21249a29bcac905881ad85c,,,,MSFsurvey,,0,1,,2020/08/18 19:35:20,,,,,Primary Health Centre Samawa,,Lucitucci,,,,,,,
,,291655047,way,15,,hospital,,,,,83655013,,,,6d9a2ccd5d8a4a4d9d249194636cd247,,,,"Bing;ehealthafrica.org",,0,2,,2020/04/16 14:43:45,,,,,Dan Amale Health Post,,WorldStar007,,,,,hospital,,
,,794791524,way,18,,hospital,,,,,85943244,,,,a7d6905f58044200bbd4b27e9b133ee9,,,,ehealthafrica.org,,0,2,,2020/05/29 11:20:21,,,,,Bar Dispensary,,EMStokes,,,,,hospital,public,
10.3005273902286,10.2610310242847,3081661788,node,15,,hospital,,,,,25499077,,,,007fec5d6320496ba6945d1b4badb534,,,,ehealthafrica.org,,0,1,,2014/09/17 12:02:24,,,,,Guruntun Dispensary,,femtope_imports,,,,,,public,
12.0646972289238,10.2180785482053,3645336781,node,12,,hospital,,,,,89669368,,,,ef6b7667b59b4b51af7605aea13f2867,,,,,,0,3,,2020/08/20 06:28:57,,,,,Shani MCH Clinic,,Nanret Jack,,,,,hospital,,
4.38767146007166,12.2165437868152,7911031918,node,12,,doctors,,,,,90946585,,,,360ffe68a536438aab4bb778d18e1e98,,,,MSFsurvey,,0,1,,2020/09/15 20:45:20,,,,,PHC Byari,,laechoppe,,,,,,,
,,838435613,way,12,,hospital,,,,,89609717,,,,78a7803c7fc340239418ed74eb57c85a,,,,,,0,1,,2020/08/19 06:10:28,,,,,Sadu Clinic And Maternity,,Jamila Abdullahi Bwala,,,,,hospital,,
8.38979553213588,12.3302321496043,2929137251,node,12,,hospital,,,,,23099654,,,,6d183865c47b49db9b2ed9a0a954d005,,,,ehealthafrica.org,,0,1,,2014/06/23 12:06:30,,,,,Kwamarawa Health Post,,adeola,,,,,,,
,,301670288,way,18,,hospital,,,,,84204371,,,,37e0401410354d9985edb74615a5d811,,,,"Bing;ehealthafrica.org",,0,2,,2020/04/27 14:11:31,,,,,Garin Kauli Dispensary,,Jcasas1,,,,,hospital,public,
5.61438754849178,6.33408139193665,2154559295,node,9,,dentist,,,,,15029851,,,,8c981f6dd79e4e6dbfc8564e9d148601,,,,,,0,1,,2013/02/14 14:38:09,,,,,Horatio Dential Clinic,,Roddy Baba,,,,,,,
4.74305602418258,10.8492397966654,7909113735,node,12,,doctors,,,,,90935427,,,,159f14c31b7f42d78ddbdd4437e495c5,,,,MSFsurvey,,0,1,,2020/09/15 15:44:02,,,,,Mch,,Jorieke V,,,,,,,
,,841323345,way,9,,hospital,,,,,90028471,,,,6d4616a667af490d9c39c7fffa01b7b9,,,,,,0,1,,2020/08/27 12:51:21,,,,,,,Isa sani,,,,,hospital,,
5.56249644323,12.6635622500851,7734841747,node,12,,doctors,,,,,88312157,,,,21c4980adf384fb4b24ee137e8db8a0e,,,,MSFsurvey,,0,1,,2020/07/21 20:46:50,,,,,Lambar Tureta Primarey Health Centre,,Jorieke V,,,,,,,
6.34980399827145,8.84840675422797,8132081106,node,12,,doctors,,,,,94308075,,,,be72f2ba07c94ed8b0c344dcd06005f3,,,,MSFsurvey,,0,1,,2020/11/17 21:08:13,,,,,PHC Wuna Dzukodan,,swise,,,,,,,
5.77372425887805,5.54753541661754,5427710124,node,15,,clinic,,2 Sokoh Estate Road,,,56564220,,,,d0f75043c3d644d284993d7d0f106190,,,,,,0,1,,2018/02/21 22:56:05,2,,,,Pinnacle Ace Health Center,,Onenoben,,,,,,,
13.9886192689455,12.1123888330575,3659741853,node,21,,doctors,,,,,32769191,,0,,628290f9111d4583bed63d533e74f349,,,,ehealthafrica.org,,0,1,,2015/07/21 07:02:55,,,,,Gajibo Maternity and Child Health,4,michael63_import,,,,,,public,
,,804225203,way,12,,hospital,,,,,85257332,,,,668c2681e8aa4c7a8fcde9a7b6de49f8,,,,,,0,1,,2020/05/15 11:18:48,,,,,College of Health Sciences,,vientosiroco,,,,,hospital,,
,,839496704,way,12,,hospital,,,,,90140606,,,,e95b1045d49147f8b87fdbd653949e4f,,,,,,0,4,,2020/08/30 10:01:23,,,,,lassala health post,,mueschel,,,,,hospital,,
4.94111302009793,12.5381266499983,7734827881,node,12,,doctors,,,,,88311973,,,,9531bbd2bb104004887d57cd1a59a8dc,,,,MSFsurvey,,0,1,,2020/07/21 20:40:16,,,,,Reluluwa Reluluwa PHC,,Jorieke V,,,,,,,
,,839597187,way,12,,hospital,,,,,90140606,,,,d54eb9355a604a8dbf30a26b944a78d0,,,,,,0,3,,2020/08/30 10:01:23,,,,,Tagombali Health Clinic,,mueschel,,,,,hospital,,
,,793792361,way,18,,hospital,,,,,83811361,,,,b79db1d74c55406f93620e750cd441ee,,,,ehealthafrica.org,,0,1,,2020/04/20 09:28:37,,,,,Yarka Dispensary,,YoungSimp,,,,,hospital,public,
5.6014861231271,6.30711354048523,2161078992,node,9,,doctors,,,,,15076872,,,,efe308cd2c2a492682db5ac5e2bf0c30,,,,,,0,1,,2013/02/18 13:36:59,,,,,Society for Family Health,,Roddy Baba,,,,,,,
13.142483829395,10.768029799931,3677493586,node,21,,doctors,,,,,33048422,,0,,c00d27c7a29f40768c44bdc97f803f33,,,,ehealthafrica.org,,0,1,,2015/08/02 12:54:11,,,,,Huyum Dispensary,0,michael63_import,,,,,,public,
,,837473267,way,15,,hospital,,,Others,,90111457,,,,224a286f0dd24f5abd7c676a8bdc5dfd,,,,,,0,2,,2020/08/29 08:46:29,,,,,Mijili Primary Health Care,,Nanret Jack,,,,,hospital,,
12.2095781738209,10.3286864777591,3642937228,node,15,,doctors,,,,,32523043,,,,d7ae4f81c6e540c18c9ef00424a3c7ee,,,,ehealthafrica.org,,0,1,,2015/07/09 16:09:34,,,,,Sungwa Dispensary,,edvac_import,,,,,,unknown,
6.26558095880335,4.93660045488642,7956224898,node,9,,hospital,,,,,91728430,,,,14c747e564854fbb8eee093a697a2ce7,,,,,,0,1,,2020/09/29 20:24:23,,,,,"Federal Medical Centre, Yenagoa",,EtiniGenesis,,,,,,,
,,839053967,way,9,,hospital,,,,,89698948,,,,55f507faa46d459196a8e31be98b8f13,,,,,,0,1,,2020/08/20 15:04:09,,,,,,,ismail abdulazeez,,,,,hospital,,
,,-11644660,way,9,,hospital,,,,,,,,,d7d336a7b2954d1daee8b70bc86da320,,,,MSFsurvey,,0,,,,,,,,Ortopedic Hospital,,,,,,,,,
,,794675741,way,18,,hospital,,,,,83922539,,,,6eed870cf3de40e38a5ce6df57358fd6,,,,ehealthafrica.org,,0,1,,2020/04/22 07:43:01,,,,,Rinjin Dispensary,,YoungSimp,,,,,hospital,public,
,,844049051,way,18,,hospital,,,others,,90377478,,,,57499dc4e3c149b5b1ec6495432afa7a,,,,,,0,1,,2020/09/03 19:04:02,,,,,Maternal Child Health Mazagane,,I_am_royalty,,,,,hospital,others,
,,850202095,way,18,,hospital,,,State Primary HealthCare Development Agency,,91309823,,,,8294c5beaf494c30b61755419fa2ffea,,,,,,0,1,,2020/09/22 16:35:34,,,,,Health Post,,Austinenoni,,,,,hospital,State_Primary_HealthCare_Development_Agency,
,,790442205,way,12,,hospital,,,,,87020049,,,,94ed299ae74541ee8916e33d4ff5b155,,,,,,0,2,,2020/06/23 08:08:08,,,,,1 Division Hospital,,Jcasas1,,,,,hospital,,
,,305126226,way,18,,hospital,,,,,85897076,,,,76972ae996fe471b80a61c2157d7d84d,,,,"Bing;ehealthafrica.org",,0,3,,2020/05/28 15:06:04,,,,,Ecwa Health Clinic,,EMStokes,,,,,hospital,public,
13.8040770860691,13.270711776705,3657420398,node,21,,clinic,,,,,94673237,,unknown,,efc88cbfb47b41069f66855988fb790f,,,,ehealthafrica.org,,0,3,,2020/11/24 04:06:15,,,,,Doro Duguri Health Clinic,0,مصطفى بلقاسم,,,,,,public,
,,837472143,way,15,,hospital,,,State Primary HealthCare Development Agency,,90110944,,,,3216b56c78ea4b63a042036428c849f9,,,,,,0,2,,2020/08/29 08:29:23,,,,,Zah Health Post,,Nanret Jack,,,,,hospital,,
6.34186356993811,4.95160867161374,5517087227,node,12,,clinic,,,,,57671301,,,,5770688acabd4b07a67a8f83348d28ff,,,,,,0,1,,2018/03/30 19:43:15,664,,,,Grace Specialist Clinic,,Onenoben,,,,,,,
12.7872766263552,10.8653748764553,3458635958,node,21,,doctors,,,,,30253613,,0,,20fb08edc14b43e6b669d459b132e49b,,,,ehealthafrica.org,,0,1,,2015/04/16 02:27:47,,,,,Hirpaya Dispensary,0,edvac_import,,,,,,public,
3.45683739186691,6.42960843366262,7366843587,node,15,,pharmacy,,,,,83075342,,,,796d66480a924294a75d23ecbcff2dd4,,,,,,0,1,,2020/04/04 16:03:28,,,,,Dr. Rita's,,zaizone,,,,yes,pharmacy,,
4.60625674268732,12.7988519508188,7910754738,node,12,,hospital,,,,,90945995,,,,8e08d8e310bd4b079f5fceb5c0789432,,,,MSFsurvey,,0,1,,2020/09/15 20:28:20,,,,,General Hospital Tiggi,,Jorieke V,,,,,,,
12.5085706344849,12.8840116679665,3657622187,node,21,,clinic,,,,,32731681,,0,,b564555f700b4e7cbe1b72d494bae976,,,,ehealthafrica.org,,0,1,,2015/07/19 12:07:51,,,,,Kareto Primary Care Centre,0,michael63_import,,,,,,public,
,,-11003641,way,12,,hospital,,,,,,,,,0c2e1f8edd914669ba65528112488f8a,,,,ehealthafrica.org,,0,,,,,,,,Gurun Primary Health Centre,,,,,,,hospital,,
,,839757092,way,9,,hospital,,,,,89794692,,,,4695b367f2b541a88bd3760c302f4790,,,,,,0,1,,2020/08/22 22:46:31,,,,,,,Musasani,,,,,hospital,,
5.20508262036077,13.1293142669478,7734800919,node,12,,doctors,,,,,88311369,,,,ed852a3399f54749ba5dddffe4b16287,,,,MSFsurvey,,0,1,,2020/07/21 20:19:45,,,,,"Usmanu Danfodio University, Sokoto",,Lucitucci,,,,,,,
3.78489234158545,12.4178263905288,7917223320,node,15,,doctors,,,,,91052003,,,,5244882bb4714f678d4986c49ad53605,,,,MSFsurvey,,0,1,,2020/09/17 13:43:46,,,,,PHC Dogon Daji,,Polarfox128,,,,,doctor,,
,,797490633,way,18,,hospital,,,,,84269446,,,,41eb7e4603e847898166987469ee5838,,,,ehealthafrica.org,,0,1,,2020/04/28 13:16:00,,,,,Primary Health Center Isawa,,Jcasas1,,,,,hospital,public,
7.57509742626596,9.01088584011399,1611132419,node,6,,pharmacy,,,,,10542426,,,,035e682ff6b149dd8a90bffc75c0f037,,,,,,0,2,,2012/01/30 18:37:54,,,,,,,xybot,,,,,,,
6.04997385020428,12.4177262267858,7824300660,node,12,,doctors,,,,,89595735,,,,6e116d2e611e4d8eb88a62238b94f31c,,,,MSFsurvey,,0,1,,2020/08/18 20:47:43,,,,,Sauna Phc,,Lucitucci,,,,,,,
6.66656877587238,12.1679798780181,7824065918,node,12,,doctors,,,,,89592320,,,,5a271dfc771d44c5b5e49fb4fd835a51,,,,MSFsurvey,,0,1,,2020/08/18 19:12:29,,,,,Police Clinic,,Lucitucci,,,,,,,
,,840706126,way,12,,hospital,,,,,89937200,,,,fa60c55017fc42cca6f3967c9fb65cd4,,,,,,0,1,,2020/08/25 22:36:22,,,,,Rumde Giwa Health Post,,Isa sani,,,,,hospital,,
,,301639405,way,18,,hospital,,,,,84203437,,,,39df06a5991243268e5c3a2be0699811,,,,"Bing;ehealthafrica.org",,0,2,,2020/04/27 13:50:35,,,,,Gayara Dispensary,,Jcasas1,,,,,hospital,public,
6.60852501840512,9.35663507125082,8132018886,node,15,,doctors,,,,,94307157,,,,7f889ac3441b44c48c654d59bde7cea5,,,,MSFsurvey,,0,1,,2020/11/17 20:47:40,,,,,PHC Gabadna,,Nicolelaine,,,,,doctor,,
,,301941442,way,18,,hospital,,,,,85769866,,,,b426a511078841c0bf3228abb0321aaf,,,,"Bing;ehealthafrica.org",,0,2,,2020/05/26 12:14:05,,,,,Kili Dispensary,,EMStokes,,,,,hospital,public,
11.9655106482722,8.3995258320729,7883302835,node,12,,hospital,,,,,90517039,,,,fd910459324942f581953c3b7d424df1,,,,,,0,1,,2020/09/07 08:48:28,,,,,Dimkuna Health Post,,Isa sani,,,,,hospital,,
,,841505179,way,9,,hospital,,,,,90047515,,,,3596e9490b52482ea0b41f6c1fa3f796,,,,,,0,1,,2020/08/27 22:08:41,,,,,,,Musa Mohammed kini,,,,,hospital,,
,,802543110,way,15,,hospital,,,,,85027864,,,,87a72c5962b446fb9b46638cc546b26a,,,,ehealthafrica.org,,0,1,,2020/05/11 13:19:49,,,,,Gambar Health Center,,vientosiroco,,,,,,public,
,,283101646,way,15,,hospital,,,,,83740496,,,,47a477fd6e1544a2a82e1eca078ab724,,,,ehealthafrica.org,,0,4,,2020/04/18 11:55:23,,,,,Rafin Tsamiya Health Post,,mueschel,,,,,hospital,,
,,837551069,way,9,,hospital,,,,,89468822,,,,98e42af3950d4bd18c9a4b04e41b0682,,,,,,0,1,,2020/08/16 11:08:43,,,,,,,Musa Mohammed kini,,,,,hospital,,
,,840172826,way,12,,hospital,,,,,89856168,,,,77cf06e4ece44e199056e6e176828fba,,,,,,0,1,,2020/08/24 11:53:39,,,,,Dispensery,,Isa sani,,,,,hospital,,
6.23598303377415,9.53226268100707,8131957957,node,12,,doctors,,,,,94305604,,,,d38a664da3e64e3b91edf26bc37bba2a,,,,MSFsurvey,,0,1,,2020/11/17 20:16:07,,,,,PHC KapulagI,,swise,,,,,,,
5.40055949884126,12.5860805238823,7734804440,node,12,,doctors,,,,,88312107,,,,2ea8d81159f6415089ac17b79c84e2a4,,,,MSFsurvey,,0,1,,2020/07/21 20:44:58,,,,,Model Primary Health Centre,,Colin_Jones,,,,,,,
,,848622872,way,15,,hospital,,,,,91069438,,,,8ea5046751ae44079ab54bc1bd9ff622,,,,MSFsurvey,,0,1,,2020/09/17 20:20:26,,,,,General Hospital Kangiwa,,Polarfox128,,,,,hospital,,
,,838824679,way,24,,hospital,,Mamudo,primary,,89655700,,,,e73b245636df4376bd6646994c07bf77,,,,,,0,1,,2020/08/19 22:09:27,,,,Potiskum,Fara Fara Despensary,,Abdulaziz Jimoh,,,,,hospital,government,
,,188794680,way,9,,hospital,,,,,13725547,,,,20522bccd4914149b33f820870f93985,,,,,,0,1,,2012/11/02 18:01:36,,,,,OSIMIKE HEALTH SERVICE,,jlundine,,,,,,,
13.7915669279446,11.1291152316664,7825981158,node,21,,hospital,general,,primary,,89633309,,,,adff8d2a40254ad2bb0a4eed54853de3,,,,,,0,1,,2020/08/19 12:08:31,,,,,Hudumcha Dispensary,,Musa Adamu Umar,,,,,hospital,public,
13.91054393636,11.1902705192297,7825939890,node,21,,hospital,general,,primary,,89632278,,,,1e92128d14ca46bb973c904481a08524,,,,,,0,1,,2020/08/19 11:52:08,,,,,Kirawa Dispensary,,Musa Adamu Umar,,,,,hospital,public,
,,305126201,way,18,,hospital,,,,,85897886,,,,9ef92287097247ff97d489d9560f6d2f,,,,"Bing;ehealthafrica.org",,0,2,,2020/05/28 15:27:09,,,,,Toro Maternity,,EMStokes,,,,,hospital,public,
,,837471827,way,15,,hospital,,,State Ministry Of Health,,92109694,,,,3ea481f85f3b4bc48fccb6c637a95a65,,,,,,0,3,,2020/10/07 11:43:06,,,,,Kinling Health Clinic,,AgbaBemalu,,,,,hospital,,
,,290171104,way,15,,hospital,,,,,83708118,,,,4c2f2c6949e54c9390e8a6067234f33f,,,,ehealthafrica.org,,0,2,,2020/04/17 12:47:57,,,,,Munsira Health Post,,WorldStar007,,,,,hospital,,
,,839075275,way,9,,hospital,,,,,89701952,,,,7282088a2779451fa46552948b1d9a06,,,,,,0,1,,2020/08/20 16:21:53,,,,,,,ismail abdulazeez,,,,,hospital,,
,,776290326,way,12,,clinic,,,,,81465215,,,,41e3670446af47c18eb99a4bad905280,,,,,,0,1,,2020/02/25 17:02:28,,,,,Agura Primary Health Care Centre,,zaizone,,,,,clinic,,
4.20087035428995,12.4585669661798,7910198576,node,12,,doctors,,,,,90945653,,,,00b8fb8d5d0540c4a81f4c23cb84aa53,,,,MSFsurvey,,0,1,,2020/09/15 20:19:37,,,,,Nassarawa Maternity,,Jorieke V,,,,,,,
7.81198803104127,11.3970315348575,2923263875,node,12,,hospital,,,,,23021229,,,,a8779110e60640129cdec0f69c00d6c5,,,,ehealthafrica.org,,0,1,,2014/06/19 10:44:51,,,,,Zarewa Primary Health Centre,,sameme_import,,,,,,,
,,301778587,way,18,,hospital,,,,,84270858,,,,cea2eef4d6994bf7b52dbe86727ed1aa,,,,"Bing;ehealthafrica.org",,0,2,,2020/04/28 13:42:08,,,,,Lariye Maternity,,Jcasas1,,,,,hospital,public,
,,795161059,way,18,,hospital,,,,,83986510,,,,fed0ddcacc41409090f4933757f13d68,,,,ehealthafrica.org,,0,1,,2020/04/23 08:25:19,,,,,Gwaram Health Clinic,,YoungSimp,,,,,hospital,public,
,,839033013,way,9,,hospital,,,,,89695498,,,,03c50b61afe34b868120105bc99fdfed,,,,,,0,1,,2020/08/20 13:43:43,,,,,,,ismail abdulazeez,,,,,hospital,,
12.6475022721475,9.26642626326941,7845738966,node,12,,hospital,,,,,89957487,,,,cfb35f39a8bb48cca5323868422c7858,,,,,,0,1,,2020/08/26 08:25:39,,,,,Dasin Hausa Primary Health Care Center,,Isa sani,,,,,hospital,,
7.00497395108664,4.82606854919436,7956225893,node,9,,hospital,,,,,91728430,,,,f5cbdccc26b84ce7bbd355b846996a0a,,,,,,0,1,,2020/09/29 20:24:05,,,,,Military Hospital,,EtiniGenesis,,,,,,,
